protein,gene,A115,A116,A133,A134,A140,A144,A152,A113,A114,A118,A120,A136,A137,A139,A141,A143,A146,A147,A153,A117,A142,A148
DHX36,DHX36,3531000,14312000,2121600,6127700,5595400,10057000,7389900,1940100,2379200,2912000,31439000,8074600,1488300,1691300,1369500,1612500,4539500,5535700,2990600,3490500,4859400,8587800
RDH10,RDH10,2194600,1757100,1573500,575370,2186200,1606800,2141800,3514900,2007100,737040,690430,933550,1480400,1031600,844780,658430,1909600,1608100,2036500,836150,1074400,1905800
I2BPL,IRF2BPL,1003300,1328100,595940,1002000,2465500,1990100,2887200,651620,896460,862210,182160,489280,467460,129820,706800,152090,1758400,2241700,561310,1991100,1425200,1866100
CNOT2,CNOT2,4517600,9938200,4375300,6265600,7248600,6294900,8196300,9200600,4756600,10166000,4218000,6700200,2630200,5019900,10041000,2136500,8775500,6217700,3604400,4560400,6841600,17805000
MT2,MT2A,4676900,19361000,11945000,12638000,30661000,33509000,19239000,21615000,14235000,23895000,4608800,2856900,4161100,10855000,7567200,3924400,40595000,33149000,18795000,14961000,42411000,34290000
BRCC3,BRCC3,3304300,4058700,5224700,6689600,11951000,4761900,5781300,7118900,7374400,8302200,1568000,989890,2031700,5176000,8475100,2056000,8057800,9178200,4594300,4761400,5690100,13307000
SYTM,TARS2,423500,2110000,810110,351860,1363400,1720100,1421800,223200,1526900,NA,567850,609860,609230,324220,2817400,459210,992460,1358000,1020300,2669400,692850,2387300
HEM4,UROS,1359000,3207400,2881000,2159800,7309900,1625800,2157700,1299800,917930,1235600,731780,1235800,529010,2144800,6320900,2042200,4588000,2929000,5394800,1369500,2295400,3020600
RT26,MRPS26,1313900,1584200,868800,1383700,1016300,1797800,702190,1909900,550960,1517100,615210,817660,863080,519790,745330,422480,984660,964060,2058500,737330,1461300,82348
CDC23,CDC23,118540,653010,605630,1008300,3967700,882250,1919500,523240,1220700,593840,NA,885150,679360,262660,943090,451780,1781400,1044700,1310100,1513500,1568600,2061400
ACSS3,ACSS3,1518700,3560000,2118800,2141100,942920,1573800,159980,2027300,1052900,409900,96995,294790,575350,2721200,1276300,67067,1227700,634050,796410,2049900,2900800,1648200
CCD91,CCDC91,2202000,4618600,2268300,2304900,2991800,3665300,2764400,2127800,2144600,2045300,1283100,1789000,800730,1065500,2887100,989700,2277100,808010,1880500,1931800,2049400,4140400
AQP1,AQP1,12231000,2507200,18654000,9222000,7722900,3422200,2998700,11127000,17377000,7917100,3576600,9949400,29252000,2814600,11371000,9168500,6804800,7898500,18901000,19387000,23099000,14598000
CHMP3,CHMP3,2477000,1997300,971890,2088800,3573600,2258300,3797400,1767800,1964700,2058300,634800,737210,782640,652910,1208000,761560,1412200,3294700,1718600,1638400,2216200,3088700
PSMD1,PSMD1,22565000,41308000,12749000,14833000,37751000,48179000,42851000,10995000,33618000,31575000,8208400,8373900,8656000,4612400,26874000,6350100,42770000,60696000,21518000,27436000,39168000,66163000
TM87B,TMEM87B,854520,1705100,725300,449430,3493000,1563800,3273300,897850,1089500,1187300,530520,693000,369210,NA,771440,772420,3337200,1953500,648950,875880,1466400,1576800
UBC12,UBE2M,6222800,8158100,6438600,9396100,16735000,9854900,16549000,6337800,8314000,7459700,3569600,3754800,4503600,6035400,5569400,3942200,12260000,4399400,6005200,5123500,9454400,15645000
HMHA1,ARHGAP45,122470,297140,877310,634080,1305900,1347000,749910,993440,1177600,1753500,380190,795970,685300,933260,1687500,774210,1864800,1093000,270460,1402500,1968700,2397500
OXSM,OXSM,2766300,2273500,1305200,307330,6103300,2225600,5084200,1742100,2434800,2082400,758630,1603900,1920700,87493,3588900,2005200,3128500,2936400,2349300,3421400,4142300,5733400
TYOBP,TYROBP,324140,1137700,1186100,1949500,3109400,2659400,1248100,1213500,2201700,6700300,497250,2122500,833920,1873500,976370,953240,1374600,3154500,1174800,3560600,2752200,5042600
MCEE,MCEE,678260,625520,1054100,882970,2338000,1130000,1231100,1187100,2173200,1354400,925140,1160000,910420,414310,3145200,899350,1238600,1277700,605240,1994200,1196000,3479000
DCTN4,DCTN4,5991900,23712000,14827000,18965000,41673000,23491000,19663000,5671800,33172000,8790300,8822400,9043800,12691000,10852000,21097000,7939800,10711000,36140000,40172000,21251000,10640000,20882000
AL5AP,ALOX5AP,1049400,818370,610660,1091500,1306300,5183100,2570800,2610900,6355600,NA,1179100,1462600,1695500,1360700,2782200,2021200,2309700,4395800,1807300,4872300,6462700,2955500
GNAI3,GNAI3,24365000,30272000,38481000,27170000,58508000,53416000,48775000,22612000,37806000,18982000,15063000,20619000,18881000,14660000,47150000,15805000,43455000,89213000,32814000,37768000,43049000,71755000
PO210,NUP210,6707100,21407000,4493900,5643700,11452000,20738000,15219000,4260700,7005200,12358000,2495700,4669000,2821600,3750100,10338000,2680300,21808000,22873000,3183500,12613000,14226000,29363000
RMD3,RMDN3,9041900,7204000,7612700,12369000,12146000,20765000,11803000,7261000,15592000,25547000,5768500,8745300,5213200,1520800,10457000,5151300,13786000,7110400,6421200,15003000,11322000,30092000
CNIH4,CNIH4,3438200,5225800,2017700,1659100,5046700,6348300,4791200,2044000,13013000,5287400,1845600,3544700,1577900,752360,8184200,968880,4620100,14476000,2894400,4557200,5183800,9977600
EOGT,EOGT,460980,1468000,491420,4549000,4324100,3167600,4541100,4059400,2963900,NA,1171100,4204900,2145000,1072500,1734500,1540900,3200100,947170,2380700,583610,764980,3426500
PAF1,PAF1,280880,557430,51906,501810,1086000,684060,1574800,4942100,2265700,177010,59782,1752700,394700,1063000,624680,952930,1165900,1403300,1641100,788950,513650,824100
INF2,INF2,5866200,11245000,11542000,4666400,11295000,9857200,9726400,4666800,7529000,10803000,4763900,2341000,5385100,1377300,12971000,6092600,11108000,30949000,4232600,14215000,5538000,8944700
RPAB5,POLR2L,1072300,1466800,1035600,1532000,2383800,2740700,2657800,1420900,841110,1220300,377230,314670,773810,1313600,953790,1396800,1922800,1881200,1204300,652540,1149900,2493300
MPPA,PMPCA,10041000,21154000,4189100,2589600,5789600,5383200,5273700,2874200,11693000,6049600,2593500,7674600,11230000,167920,7497800,1555100,8133000,16187000,3321900,7540300,3882100,22464000
2A5D,PPP2R5D,6111500,4419100,3113300,4839300,5710400,3786500,8391200,3760800,3941700,4904300,1704900,2094400,1867500,896760,4801800,1303300,1575500,6073900,2658300,2607800,2000300,9894900
TSTD1,TSTD1,6006600,7142600,19703000,2974200,4458900,11282000,27461000,1673700,23183000,4747000,2194000,5898100,6324300,14541000,14970000,5766900,15580000,5471300,12256000,4637300,7155800,12115000
MICA2,MICAL2,541690,1209800,461740,931260,1876300,908000,419310,935540,2275900,1376200,548000,850280,851910,524680,743930,428350,2953700,4698200,407200,570000,1454400,764720
ORML1,ORMDL1,NA,70902,1179100,1693200,3979500,3197600,2957500,650740,3043600,3085900,773810,1358600,1440600,1333000,3321300,1315400,4226900,5413900,30781,3044300,4887800,3602500
LRC40,LRRC40,14634000,3754500,3585800,5365800,7873000,9168000,7253100,11449000,6866100,5234000,1332900,6858600,4380400,2542100,6387800,3829100,6072000,36466000,4778500,8684000,10365000,11812000
